id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
244,John,McKelvey,R,R,175,67,1875-04-19,1875-10-28,1847,8,27,Rochester,NY,USA
245,Jumbo,Latham,R,R,164,68,1875-04-19,1884-10-11,1852,9,6,Utica,NY,USA
246,Sam,Wright,R,R,146,67,1875-04-19,1881-09-23,1848,11,25,New York,NY,USA
247,Studs,Bancker,NULL,NULL,NULL,NULL,1875-04-19,1875-06-05,1853,NULL,NULL,Philadelphia,PA,USA
248,Tricky,Nichols,R,R,150,67,1875-04-19,1882-07-11,1850,7,26,Bridgeport,CT,USA
249,Ed,Somerville,R,R,158,67,1875-04-21,1876-10-05,1853,3,1,Philadelphia,PA,USA
250,Fred,Warner,NULL,NULL,155,67,1875-04-21,1884-09-11,1855,1,7,Philadelphia,PA,USA
251,George,Trenwith,NULL,NULL,NULL,NULL,1875-04-21,1875-10-28,1851,NULL,NULL,Philadelphia,PA,USA
252,Tim,McGinley,NULL,NULL,155,69,1875-04-21,1876-05-15,1854,NULL,NULL,Philadelphia,PA,USA
253,John,Richmond,NULL,R,170,69,1875-04-22,1885-07-10,1855,3,5,Philadelphia,PA,USA
254,Al,Nichols,NULL,NULL,180,71,1875-04-24,1877-09-26,1852,2,14,Worcester,Worcestershire,United Kingdom
255,John,Cassidy,R,L,168,68,1875-04-24,1885-08-12,1855,NULL,NULL,Brooklyn,NY,USA
256,Bill,Crowley,R,R,159,67,1875-04-26,1885-10-10,1857,4,8,Philadelphia,PA,USA
257,Bill,Parks,R,R,150,68,1875-04-26,1876-04-22,1849,6,4,Easton,PA,USA
258,Charlie,Mason,R,R,175,NULL,1875-04-26,1883-07-04,1853,6,25,New Orleans,LA,USA
259,Frank,Thompson,NULL,NULL,135,65,1875-04-26,1875-09-11,1852,2,NULL,NULL,Madeira,Portugal
260,John,Abadie,R,R,192,72,1875-04-26,1875-06-10,1850,11,4,Philadelphia,PA,USA
261,Larry,Ressler,NULL,NULL,NULL,NULL,1875-04-26,1875-07-04,1848,8,10,NULL,NULL,France
262,Thomas,Gilmore,NULL,NULL,NULL,NULL,1875-04-26,1875-05-01,1853,5,NULL,Philadelphia,PA,USA
263,Walter,Terry,NULL,NULL,NULL,NULL,1875-04-26,1875-05-05,1850,4,7,Middletown,PA,USA
264,John,Dailey,NULL,NULL,145,67,1875-04-29,1875-07-19,1853,10,26,Brooklyn,NY,USA
265,NULL,Booth,NULL,NULL,NULL,NULL,1875-05-01,1875-05-01,NULL,NULL,NULL,NULL,NULL,NULL
266,Art,Croft,NULL,NULL,NULL,NULL,1875-05-04,1878-09-13,1855,1,23,St. Louis,MO,USA
267,Bill,Hague,R,R,164,69,1875-05-04,1879-08-15,1852,NULL,NULL,Philadelphia,PA,USA
268,Billy,Redmond,L,L,NULL,NULL,1875-05-04,1878-09-14,1853,NULL,NULL,St. Louis,MO,USA
269,Billy,Riley,R,R,160,70,1875-05-04,1879-09-30,1855,NULL,NULL,Cincinnati,OH,USA
270,Charley,Jones,R,R,202,71,1875-05-04,1888-04-26,1852,4,30,Alamance County,NC,USA
271,Charlie,Hautz,R,NULL,150,67,1875-05-04,1884-09-04,1852,2,5,St. Louis,MO,USA
272,George,Bradley,R,R,175,70,1875-05-04,1888-08-08,1852,7,13,Reading,PA,USA
273,George,Keerl,R,R,145,67,1875-05-04,1875-06-14,1847,4,10,Baltimore,MD,USA
274,Joe,Blong,R,R,NULL,NULL,1875-05-04,1877-10-06,1853,9,17,St. Louis,MO,USA
275,Mike,Golden,R,R,166,67,1875-05-04,1878-09-14,1851,9,11,Shirley,MA,USA
276,Packy,Dillon,NULL,NULL,NULL,NULL,1875-05-04,1875-05-08,1853,1,2,St. Louis,MO,USA
277,Pidgey,Morgan,NULL,R,NULL,NULL,1875-05-04,1878-06-22,1853,5,NULL,NULL,MO,USA
278,Robert,Stevens,NULL,NULL,NULL,NULL,1875-05-04,1875-05-04,1855,1,1,San Francisco,CA,USA
279,Silver,Flint,R,R,180,72,1875-05-04,1889-07-18,1855,8,3,Philadelphia,PA,USA
280,Tom,Oran,NULL,NULL,NULL,NULL,1875-05-04,1875-07-04,1847,NULL,NULL,NULL,CA,USA
281,Adam,Rocap,NULL,NULL,170,69,1875-05-05,1875-10-28,1854,NULL,NULL,Philadelphia,PA,USA
282,Trick,McSorley,R,R,151,67,1875-05-06,1886-05-06,1852,12,16,St. Louis,MO,USA
283,John,Carbine,NULL,NULL,187,72,1875-05-08,1876-06-01,1855,10,12,Syracuse,NY,USA
284,John,Dillon,NULL,NULL,NULL,NULL,1875-05-08,1875-05-08,NULL,NULL,NULL,St. Louis,MO,USA
285,Joe,Ellick,NULL,NULL,162,70,1875-05-13,1884-10-11,1854,4,3,Cincinnati,OH,USA
286,Bill,Harbridge,L,L,162,NULL,1875-05-15,1884-10-03,1855,3,29,Philadelphia,PA,USA
287,NULL,Sullivan,NULL,NULL,NULL,NULL,1875-05-15,1875-05-17,NULL,NULL,NULL,Bristol,RI,USA
288,Jim,Keenan,R,R,186,70,1875-05-17,1891-10-03,1856,2,10,New Haven,CT,USA
289,George,Seward,NULL,NULL,145,67,1875-05-19,1882-08-08,1851,NULL,NULL,New York,NY,USA
290,Sam,Field,R,R,182,69,1875-05-19,1876-05-10,1848,10,12,Philadelphia,PA,USA
291,Rit,Harrison,NULL,NULL,NULL,NULL,1875-05-20,1875-05-20,1849,9,16,Haverstraw,NY,USA
292,Pud,Galvin,R,R,190,68,1875-05-22,1892-08-02,1856,12,25,St. Louis,MO,USA
293,Bill,McCloskey,NULL,NULL,155,68,1875-05-25,1884-09-09,1852,5,NULL,Philadelphia,PA,USA
294,Charlie,Waitt,NULL,R,165,71,1875-05-25,1883-09-18,1849,10,14,Hallowell,ME,USA
295,Alfred,Metcalfe,NULL,NULL,NULL,NULL,1875-05-27,1875-06-17,1852,12,31,Brooklyn,NY,USA
296,Lester,Dole,NULL,NULL,NULL,71,1875-05-27,1875-05-27,1855,7,8,Meriden,CT,USA
297,NULL,Evans,NULL,NULL,NULL,NULL,1875-06-01,1875-06-01,NULL,NULL,NULL,NULL,NULL,NULL
298,Frank,Heifer,NULL,NULL,175,70,1875-06-03,1875-09-09,1854,1,18,Reading,PA,USA
299,John,Lowry,NULL,NULL,NULL,NULL,1875-06-26,1875-07-04,NULL,NULL,NULL,Baltimore,MD,USA
300,Molly,Moore,NULL,R,NULL,NULL,1875-06-30,1875-10-09,NULL,NULL,NULL,NULL,NULL,NULL
301,Charles,Witherow,NULL,NULL,NULL,NULL,1875-07-01,1875-07-01,1852,4,NULL,Washington,DC,USA
302,Doc,Bushong,R,R,165,71,1875-07-19,1890-09-09,1856,9,15,Philadelphia,PA,USA
303,Harry,Arundel,NULL,R,145,66,1875-07-19,1884-10-10,1855,2,8,Philadelphia,PA,USA
304,Washington,Fulmer,NULL,NULL,180,69,1875-07-19,1875-07-19,1840,6,15,Philadelphia,PA,USA
305,NULL,Hellings,NULL,NULL,NULL,NULL,1875-07-19,1875-07-19,NULL,NULL,NULL,Philadelphia,PA,USA
306,Joe,Borden,R,R,140,69,1875-07-24,1876-07-15,1854,5,9,Jacobstown,NJ,USA
307,Hugh,O'Neil,NULL,NULL,NULL,NULL,1875-08-20,1875-10-09,1856,4,12,Brooklyn,NY,USA
308,Will,Foley,R,R,150,69,1875-08-23,1884-05-22,1855,11,15,Chicago,IL,USA
309,Horatio,Munn,NULL,NULL,NULL,NULL,1875-09-04,1875-09-04,1851,7,26,Newark,NJ,USA
310,Lon,Knight,R,R,165,71,1875-09-04,1885-10-10,1853,6,16,Philadelphia,PA,USA
311,William,Coon,NULL,NULL,NULL,NULL,1875-09-04,1876-09-16,1855,3,21,Philadelphia,PA,USA
312,NULL,Boland,NULL,NULL,NULL,NULL,1875-09-04,1875-09-04,NULL,NULL,NULL,NULL,NULL,NULL
313,NULL,Quinn,NULL,NULL,162,68,1875-09-09,1875-09-17,NULL,NULL,NULL,NULL,NULL,NULL
314,NULL,Edwards,NULL,NULL,NULL,NULL,1875-09-11,1875-09-11,NULL,NULL,NULL,NULL,NULL,NULL
315,Tom,Smith,R,NULL,141,68,1875-09-15,1875-10-09,1851,NULL,NULL,Guelph,ON,CAN
316,NULL,Shaffer,NULL,NULL,NULL,NULL,1875-09-15,1875-09-15,NULL,NULL,NULL,NULL,NULL,NULL
317,Oscar,Walker,L,L,166,70,1875-09-17,1885-09-04,1854,3,18,Brooklyn,NY,USA
318,Barney,Gilligan,R,R,130,66,1875-09-25,1888-04-27,1856,1,3,Cambridge,MA,USA
319,Spike,Brady,NULL,NULL,NULL,NULL,1875-09-25,1875-09-25,1854,12,NULL,Chicago,IL,USA
320,William,Rexter,NULL,NULL,NULL,NULL,1875-09-25,1875-09-25,1850,NULL,NULL,Brooklyn,NY,USA
321,NULL,Stoddard,NULL,NULL,NULL,NULL,1875-09-25,1875-10-09,NULL,NULL,NULL,NULL,NULL,NULL
322,George,Knight,NULL,NULL,NULL,NULL,1875-09-28,1875-09-28,1855,11,24,Lakeville,CT,USA
323,NULL,Sheridan,NULL,NULL,NULL,NULL,1875-10-09,1875-10-09,NULL,NULL,NULL,NULL,NULL,NULL
324,Fred,Goldsmith,R,R,195,73,1875-10-23,1884-09-10,1856,5,15,New Haven,CT,USA
325,Sam,Weaver,R,R,175,70,1875-10-25,1886-05-29,1855,7,20,Philadelphia,PA,USA
326,Bill,Fouser,NULL,NULL,NULL,NULL,1876-04-22,1876-09-16,1855,10,NULL,Philadelphia,PA,USA
327,John,Morrill,R,R,155,70,1876-04-24,1890-07-08,1855,2,19,Boston,MA,USA
328,Amos,Booth,R,R,159,69,1876-04-25,1882-09-28,1848,9,4,Lebanon,OH,USA
329,Dave,Pierson,R,R,142,67,1876-04-25,1876-09-28,1855,8,20,Wilkes-Barre,PA,USA
330,Emanuel,Snyder,R,R,175,70,1876-04-25,1884-09-12,1854,12,12,Camden,NJ,USA
331,Whitey,Ritterson,R,R,NULL,68,1876-05-02,1876-08-09,1855,4,26,Philadelphia,PA,USA
332,Jim,Shanley,NULL,NULL,NULL,NULL,1876-05-03,1876-05-04,1854,5,4,Brooklyn,NY,USA
333,John,McGuinness,NULL,NULL,150,70,1876-05-06,1884-08-07,1857,NULL,NULL,NULL,NULL,Ireland
334,Frank,Whitney,R,R,152,67,1876-05-17,1876-08-21,1856,2,18,Brockton,MA,USA
335,Bob,Valentine,NULL,NULL,NULL,NULL,1876-05-20,1876-05-20,NULL,NULL,NULL,NULL,NULL,NULL
336,Terry,Larkin,R,R,NULL,NULL,1876-05-20,1884-10-13,1856,NULL,NULL,Brooklyn,NY,USA
337,Lew,Brown,R,R,185,70,1876-06-17,1884-10-19,1858,2,1,Leominster,MA,USA
338,Dory,Dean,R,R,160,69,1876-06-22,1876-10-09,1852,11,6,Cincinnati,OH,USA
339,Fred,Andrus,R,R,185,74,1876-07-25,1884-07-04,1850,8,23,Washington,MI,USA
340,George,Fair,NULL,NULL,140,67,1876-07-29,1876-07-29,1856,1,13,Boston,MA,USA
341,Jim,Ward,NULL,NULL,NULL,NULL,1876-08-03,1876-08-03,1855,3,2,Boston,MA,USA
342,John,Bergh,NULL,NULL,NULL,NULL,1876-08-05,1880-06-09,1857,10,8,Boston,MA,USA
343,Pete,Treacey,NULL,NULL,NULL,NULL,1876-08-05,1876-08-07,1852,NULL,NULL,Brooklyn,NY,USA
344,Dale,Williams,R,R,175,69,1876-08-12,1876-09-09,1855,10,6,Ludlow,KY,USA
345,Foghorn,Bradley,R,R,175,72,1876-08-23,1876-10-21,1855,7,1,Medford,MA,USA
346,Bill,Holbert,R,R,197,NULL,1876-09-05,1888-07-12,1855,3,14,Baltimore,MD,USA
347,Lou,Paul,R,R,NULL,NULL,1876-09-05,1876-09-08,NULL,NULL,NULL,NULL,NULL,NULL
348,John,Hayes,NULL,NULL,170,67,1876-09-09,1876-09-16,1855,1,NULL,New York,NY,USA
349,John,Mullin,L,L,NULL,NULL,1876-09-09,1876-09-09,1856,1,NULL,Philadelphia,PA,USA
350,John,Curran,NULL,NULL,175,68,1876-09-12,1876-09-15,1852,NULL,NULL,NULL,NULL,Ireland
351,Flip,Lafferty,NULL,R,160,70,1876-09-15,1877-10-02,1854,5,4,Newark,DE,USA
352,Robert,Maloney,NULL,NULL,NULL,NULL,1876-09-15,1877-08-28,1856,NULL,NULL,Brooklyn,NY,USA
353,Frank,Pearce,NULL,NULL,NULL,NULL,1876-10-04,1876-10-04,1860,3,30,Jefferson County,KY,USA
354,Harry,Smith,R,R,175,72,1877-05-08,1889-08-19,1856,2,5,North Vernon,IN,USA
355,Mike,Dorgan,R,R,180,69,1877-05-08,1890-06-09,1853,10,2,Middletown,CT,USA
356,Dave,Rowe,R,R,180,69,1877-05-30,1888-06-17,1854,10,9,Cold Spring,PA,USA
357,John,Haldeman,L,R,175,70,1877-07-03,1877-07-03,1855,12,2,Pewee Valley,KY,USA
358,Patrick,McKenna,NULL,NULL,NULL,NULL,1877-07-14,1877-07-14,1854,12,27,St. Louis,MO,USA
359,Harry,Little,NULL,R,NULL,NULL,1877-07-16,1877-10-06,1850,11,9,Pocahontas,MO,USA
360,Leonidas,Lee,NULL,NULL,NULL,NULL,1877-07-17,1877-08-25,1860,12,13,St. Louis,MO,USA
361,Will,White,B,R,175,69,1877-07-20,1886-07-05,1854,10,11,Caton,NY,USA
362,George,Newell,NULL,NULL,NULL,NULL,1877-08-08,1877-08-08,1855,1,5,St. Louis,MO,USA
363,Charlie,Eden,L,L,173,68,1877-08-17,1885-10-01,1855,1,18,Lexington,KY,USA
364,Tom,Loftus,R,NULL,168,NULL,1877-08-17,1883-05-13,1856,11,15,St. Louis,MO,USA
365,Live Oak,Taylor,NULL,NULL,170,69,1877-08-21,1884-07-30,1851,2,3,Belfast,ME,USA
366,Israel,Pike,NULL,NULL,NULL,NULL,1877-08-27,1877-08-27,1853,12,NULL,NULL,NY,USA
367,Josh,Bunce,NULL,NULL,NULL,NULL,1877-08-27,1877-08-27,1847,5,10,Brooklyn,NY,USA
368,Bobby,Mitchell,L,L,135,65,1877-09-06,1882-08-19,1856,2,6,Cincinnati,OH,USA
369,George,Miller,R,R,160,65,1877-09-06,1884-07-22,1853,2,19,Newport,KY,USA
370,Chub,Sullivan,R,R,164,72,1877-09-24,1880-07-17,1856,1,12,Boston,MA,USA
371,Laurie,Reis,B,R,160,69,1877-10-01,1878-09-03,1858,11,20,Chicago,IL,USA
372,Jack,Gleason,R,R,170,NULL,1877-10-02,1886-08-31,1854,7,14,St. Louis,MO,USA
373,Abner,Dalrymple,L,R,175,70,1878-05-01,1891-10-02,1857,9,9,Gratiot,WI,USA
374,Charlie,Bennett,R,R,180,71,1878-05-01,1893-09-30,1854,11,21,New Castle,PA,USA
375,Ed,Williamson,R,R,210,71,1878-05-01,1890-09-27,1857,10,24,Philadelphia,PA,USA
376,Frank,Hankinson,R,R,168,71,1878-05-01,1888-10-14,1856,4,29,New York,NY,USA
377,Fred,Corey,R,R,160,67,1878-05-01,1885-10-05,1855,NULL,NULL,Coventry,RI,USA
378,George,Creamer,R,R,NULL,74,1878-05-01,1884-10-02,1855,NULL,NULL,Philadelphia,PA,USA
379,King,Kelly,R,R,170,70,1878-05-01,1893-09-02,1857,12,31,Troy,NY,USA
380,Russ,McKelvy,R,R,NULL,NULL,1878-05-01,1882-08-24,1854,9,8,Swissvale,PA,USA
381,The Only,Nolan,L,R,171,68,1878-05-01,1885-10-09,1855,11,7,Trenton,ON,CAN
382,Jake,Goodman,NULL,NULL,NULL,73,1878-05-02,1882-05-29,1853,9,14,Lancaster,PA,USA
383,Bill,McClellan,B,L,156,65,1878-05-20,1888-10-17,1856,3,22,Chicago,IL,USA
384,Jim,McCormick,R,R,215,70,1878-05-20,1887-10-07,1856,11,3,Glasgow,Glasgow,United Kingdom
385,Tom,Healey,NULL,R,155,55,1878-06-13,1878-09-09,1853,NULL,NULL,Cranston,RI,USA
386,Harry,Wheeler,R,R,165,71,1878-06-19,1884-10-15,1858,3,3,Versailles,IN,USA
387,Frank,Bliss,NULL,NULL,NULL,NULL,1878-06-20,1878-06-22,1852,12,10,Chicago,IL,USA
388,Buttercup,Dickerson,L,R,140,66,1878-07-15,1885-06-01,1858,10,11,Tyaskin,MD,USA
389,John,Ward,L,R,165,69,1878-07-15,1894-09-29,1860,3,3,Bellefonte,PA,USA
390,Bill,Traffley,R,R,185,71,1878-07-27,1886-07-29,1859,12,21,Staten Island,NY,USA
391,Bill,Sullivan,NULL,NULL,NULL,NULL,1878-08-09,1878-08-10,1853,7,4,NULL,NULL,Ireland
392,Alamazoo,Jennings,NULL,NULL,NULL,NULL,1878-08-15,1878-08-15,1850,11,30,Newport,KY,USA
393,Phil,Powers,R,R,166,67,1878-08-31,1885-08-26,1854,7,26,New York,NY,USA
394,Aaron,Clapp,NULL,R,175,68,1879-05-01,1879-08-09,1856,7,NULL,Ithaca,NY,USA
395,Al,Hall,NULL,NULL,NULL,NULL,1879-05-01,1880-05-13,NULL,NULL,NULL,Worcester,MA,USA
396,Bill,Hawes,R,R,155,70,1879-05-01,1884-10-15,1853,11,17,Nashua,NH,USA
397,Bill,Phillips,R,R,202,72,1879-05-01,1888-10-14,1857,4,NULL,St. John,NB,CAN
398,Blondie,Purcell,R,R,159,69,1879-05-01,1890-09-16,1854,3,16,Paterson,NJ,USA
399,Charlie,Reilley,R,R,165,70,1879-05-01,1884-04-26,1856,NULL,NULL,Providence,RI,USA
400,Doc,Kennedy,R,R,185,69,1879-05-01,1883-07-06,1853,8,11,Brooklyn,NY,USA
401,Ed,Caskin,R,R,165,69,1879-05-01,1886-09-24,1851,12,30,Danvers,MA,USA
402,George,Gore,L,R,195,71,1879-05-01,1892-08-18,1854,5,3,Saccarappa,ME,USA
403,George,Strief,R,R,172,67,1879-05-01,1885-09-08,1856,10,16,Cincinnati,OH,USA
404,Hardy,Richardson,R,R,170,69,1879-05-01,1892-09-10,1855,4,21,Clarksboro,NJ,USA
405,Harry,McCormick,R,R,155,69,1879-05-01,1883-09-20,1855,10,25,Syracuse,NY,USA
406,Hick,Carpenter,R,L,186,71,1879-05-01,1892-07-31,1855,8,16,Grafton,MA,USA
407,Jack,Allen,R,R,160,NULL,1879-05-01,1879-07-17,1855,10,2,Woodstock,IL,USA
408,Jack,Farrell,R,R,165,69,1879-05-01,1889-06-11,1857,7,5,Newark,NJ,USA
409,Jack,Glasscock,R,R,160,68,1879-05-01,1895-07-13,1857,7,22,Wheeling,WV,USA
410,Jake,Evans,NULL,R,154,68,1879-05-01,1885-05-19,1856,9,22,Baltimore,MD,USA
411,Joe,Hornung,R,R,164,68,1879-05-01,1890-10-03,1857,6,12,Carthage,NY,USA
412,John,O'Rourke,L,L,190,72,1879-05-01,1883-09-10,1849,8,23,Bridgeport,CT,USA
413,Kick,Kelly,NULL,NULL,185,72,1879-05-01,1879-08-07,1856,10,31,New York,NY,USA
414,Mike,Burke,R,R,190,72,1879-05-01,1879-07-19,1854,NULL,NULL,NULL,NY,USA
415,Mike,Mansell,L,NULL,175,71,1879-05-01,1884-10-15,1858,1,15,Auburn,NY,USA
416,Pete,Hotaling,L,R,166,68,1879-05-01,1888-09-15,1856,12,16,Mohawk,NY,USA
417,Sadie,Houck,R,R,151,67,1879-05-01,1887-09-23,1856,2,29,Washington,DC,USA
418,Thorny,Hawkes,R,R,135,68,1879-05-01,1884-08-02,1852,10,15,Danvers,MA,USA
419,Tom,Mansell,L,R,160,68,1879-05-01,1884-10-15,1855,1,1,Auburn,NY,USA
420,Bill,McGunnigle,R,R,155,69,1879-05-02,1882-08-17,1855,1,1,Boston,MA,USA
421,John,Shoup,L,L,140,67,1879-05-03,1884-05-28,1851,9,30,NULL,WV,USA
422,Jimmy,Macullar,R,L,155,66,1879-05-05,1886-10-14,1855,1,16,Boston,MA,USA
423,Sonny,Hoffman,NULL,NULL,NULL,NULL,1879-05-10,1879-07-19,1853,NULL,NULL,Cleveland,OH,USA
424,Steve,Libby,NULL,NULL,168,73,1879-05-10,1879-05-10,1853,12,8,Scarborough,ME,USA
425,Curry,Foley,NULL,L,160,70,1879-05-13,1883-09-05,1856,1,14,Milltown,NULL,Ireland
426,Fred,Gunkle,NULL,NULL,NULL,NULL,1879-05-17,1879-05-17,1857,10,26,Reading,PA,USA
427,Len,Stockwell,R,R,165,71,1879-05-17,1890-05-19,1859,8,25,Cordova,IL,USA
428,Pat,McManus,NULL,NULL,NULL,NULL,1879-05-22,1879-08-13,1859,10,18,NULL,NULL,Ireland
429,John,Kelly,R,R,185,72,1879-06-07,1884-10-19,1859,3,3,Paterson,NJ,USA
430,George,Adams,R,R,175,66,1879-06-14,1879-06-21,1855,1,25,Worcester,MA,USA
431,Bill,White,NULL,NULL,NULL,NULL,1879-06-21,1879-06-21,1860,10,NULL,Milner,GA,USA
432,Charlie,Osterhout,NULL,R,NULL,NULL,1879-06-23,1879-09-06,1856,6,NULL,Syracuse,NY,USA
433,Dan,Brouthers,L,L,207,74,1879-06-23,04/10/1904,1858,5,8,Sylvan Lake,NY,USA
434,Frank,Decker,R,R,NULL,NULL,1879-06-25,1882-08-24,1857,2,26,St. Louis,MO,USA
435,Jack,Neagle,R,R,155,66,1879-07-08,1884-10-04,1858,1,2,Syracuse,NY,USA
436,Ed,Cogswell,R,R,150,68,1879-07-11,1882-05-30,1854,2,25,NULL,NULL,United Kingdom
437,John,Magner,NULL,NULL,170,67,1879-07-14,1879-07-14,1855,NULL,NULL,NULL,NULL,NULL
438,Rudy,Kemmler,R,R,206,71,1879-07-26,1889-08-11,1860,1,NULL,Chicago,IL,USA
439,Emil,Gross,R,R,190,72,1879-08-13,1884-07-14,1858,3,4,Chicago,IL,USA
440,Gid,Gardner,R,R,165,NULL,1879-08-23,1888-05-29,1859,5,6,Boston,MA,USA
441,Denny,Sullivan,NULL,R,170,69,1879-08-25,1880-09-25,1858,6,26,Boston,MA,USA
442,Harry,Salisbury,L,NULL,162,68,1879-08-28,1882-09-22,1855,5,15,Providence,RI,USA
443,Dan,O'Leary,L,NULL,165,70,1879-09-03,1884-08-06,1856,10,22,Detroit,MI,USA
444,Jack,Rowe,L,R,170,68,1879-09-06,1890-10-04,1856,12,8,Cold Spring,PA,USA
445,Jim,Tyng,R,R,155,69,1879-09-23,1888-06-13,1856,5,27,Philadelphia,PA,USA
446,John,Stedronsky,NULL,NULL,NULL,NULL,1879-09-26,1879-09-30,1850,6,12,NULL,NULL,Czech Republic
447,Lee,Richmond,NULL,L,155,70,1879-09-27,1886-10-04,1857,5,5,Sheffield,OH,USA
448,Tom,Dolan,R,R,185,71,1879-09-30,1888-10-14,1855,1,10,New York,NY,USA
449,Art,Whitney,R,R,155,68,1880-05-01,1891-08-22,1858,1,16,Brockton,MA,USA
450,Arthur,Irwin,L,R,158,68,1880-05-01,1894-06-22,1858,2,14,Toronto,ON,CAN
451,Dude,Esterbrook,R,R,167,71,1880-05-01,1891-07-22,1857,6,9,Staten Island,NY,USA
452,Fred,Dunlap,R,R,165,68,1880-05-01,1891-04-20,1859,5,21,Philadelphia,PA,USA
453,George,Wood,L,R,175,70,1880-05-01,1892-09-29,1858,11,9,Pownal,PE,CAN
454,Harry,Stovey,R,R,175,71,1880-05-01,1893-07-29,1856,12,20,Philadelphia,PA,USA
455,Larry,Corcoran,B,R,127,63,1880-05-01,1887-05-20,1859,8,10,Brooklyn,NY,USA
456,Mickey,Welch,R,R,160,68,1880-05-01,1892-05-17,1859,7,4,Brooklyn,NY,USA
457,Ned,Hanlon,L,R,170,69,1880-05-01,1892-09-15,1857,8,22,Montville,CT,USA
458,Patrick,Gillespie,L,R,178,73,1880-05-01,1887-10-06,1851,11,30,Carbondale,PA,USA
459,Pop,Smith,R,R,170,71,1880-05-01,1891-06-09,1856,10,12,Digby,NS,CAN
460,Roger,Connor,B,L,220,75,1880-05-01,1897-05-18,1857,7,1,Waterbury,CT,USA
461,Sam,Crane,R,R,190,72,1880-05-01,1890-06-28,1854,1,2,Springfield,MA,USA
462,Tom,Burns,R,R,152,67,1880-05-01,1892-07-22,1857,3,30,Honesdale,PA,USA
463,Old Hoss,Radbourn,R,R,168,69,1880-05-05,1891-08-11,1854,12,11,Rochester,NY,USA
464,Tom,Poorman,L,R,135,67,1880-05-05,1888-09-18,1857,10,14,Lock Haven,PA,USA
465,John,Reilly,R,R,178,75,1880-05-18,1891-10-03,1858,10,5,Cincinnati,OH,USA
466,Mike,Lawlor,NULL,R,180,72,1880-05-27,1884-07-23,1854,3,11,Troy,NY,USA
467,Sam,Trott,L,L,190,69,1880-05-29,1888-07-28,1857,3,3,Baltimore,MD,USA
468,Steve,Dignan,NULL,NULL,NULL,NULL,1880-06-01,1880-08-07,1859,4,16,Boston,MA,USA
469,Fatty,Briody,NULL,R,190,68,1880-06-16,1888-07-24,1858,8,13,Lansingburgh,NY,USA
470,Bill,Ahearn,NULL,NULL,NULL,NULL,1880-06-19,1880-06-19,1858,NULL,NULL,Troy,NY,USA
471,James,Haley,NULL,R,NULL,NULL,1880-06-22,1880-07-23,NULL,NULL,NULL,NULL,NULL,NULL
472,Joe,Straub,R,R,160,70,1880-06-24,1883-09-22,1858,1,19,Milwaukee,WI,USA
473,Denny,Driscoll,L,L,160,70,1880-07-01,1884-06-28,1855,11,19,Lowell,MA,USA
474,Arlie,Latham,R,R,150,68,1880-07-05,30/09/1909,1860,3,15,West Lebanon,NH,USA
475,Jerry,Dorgan,L,R,165,NULL,1880-07-08,1885-06-25,1856,NULL,NULL,Meriden,CT,USA
476,Joe,Sommer,R,R,165,71,1880-07-08,1890-10-15,1858,11,20,Covington,KY,USA
477,Frank,Mountain,R,R,185,71,1880-07-19,1886-08-17,1860,5,17,Fort Edward,NY,USA
478,Bill,Tobin,L,NULL,NULL,NULL,1880-07-21,1880-09-27,1854,10,10,Hartford,CT,USA
479,Tim,Keefe,R,R,185,70,1880-08-06,1893-08-15,1857,1,1,Cambridge,MA,USA
480,Dan,Stearns,L,R,185,73,1880-08-17,1889-10-14,1861,10,17,Buffalo,NY,USA
481,Mike,Moynahan,L,R,165,69,1880-08-20,1884-06-21,1856,NULL,NULL,Chicago,IL,USA
482,Jack,Leary,NULL,L,186,71,1880-08-21,1884-07-05,1857,7,NULL,New Haven,CT,USA
483,George,Weidman,R,R,165,67,1880-08-26,1888-07-05,1861,2,17,Rochester,NY,USA
484,Tom,Kearns,R,R,160,67,1880-08-26,1884-10-14,1860,11,9,Rochester,NY,USA
485,Buck,Ewing,R,R,188,70,1880-09-09,1897-05-27,1859,10,17,Hoagland,OH,USA
486,Charlie,Guth,NULL,NULL,NULL,NULL,1880-09-30,1880-09-30,1856,NULL,NULL,Chicago,IL,USA
487,George,Derby,L,R,175,72,1881-05-02,1883-07-03,1857,7,15,Webster,MA,USA
488,Jack,Lynch,R,R,185,68,1881-05-02,1890-04-19,1857,2,5,New York,NY,USA
489,Jerry,Denny,R,R,180,71,1881-05-02,1894-07-10,1859,3,16,New York,NY,USA
490,Jim,Whitney,L,R,172,74,1881-05-02,1890-07-16,1857,11,10,Conklin,NY,USA
491,John,Morrissey,NULL,NULL,NULL,NULL,1881-05-02,1881-05-14,1856,12,30,Janesville,WI,USA
492,Hugh,Nicol,R,R,145,64,1881-05-03,1890-08-02,1858,1,1,Campsie,Stirling,United Kingdom
493,Sleeper,Sullivan,R,R,175,67,1881-05-03,1884-05-29,1859,NULL,NULL,NULL,NULL,Ireland
494,Andy,Piercy,NULL,R,NULL,66,1881-05-12,1881-06-30,1854,11,NULL,San Jose,CA,USA
495,Pat,Deasley,R,R,154,68,1881-05-18,1888-09-12,1857,11,17,Philadelphia,PA,USA
